record_id,title,authors,year,doi,url,full_text_status,full_text_location,full_text_decision,exclusion_reason,exclusion_reason_detail,reviewer_1,reviewer_2,conflict,final_decision,notes
R083F3250F8E0,The political economy of community management: a study of factors influencing sustainability in malawi's rural water supply sector,"Chowns, Eleanor",2014,,https://www.proquest.com/docview/1548711228?accountid=13598&bdid=165485&_bd=keknJ93gdzd7JCJwAfL6h18SFXw%3D,,,,,,,,,,
R44BE62ED7B12,"Watershed characterization, management and policy implication: Towards a sustainable human-ecosystem comunity with a case study from Krueng Aceh Watershed Aceh, Indonesia","Sopacua, Juliaty",2009,,https://www.proquest.com/docview/758921889?accountid=13598&bdid=165485&_bd=onEnHZuJfUn6C4%2BlPZ9Oeoe5NLo%3D,,,,,,,,,,
R024A1DA6ECCE,Residents’ Willingness to Participate in Domestic Sewage Treatment in Rural China: Application of a Multi-Stakeholder Perspective,"Jiao, Jian",2024,,https://www.proquest.com/docview/3132882112?accountid=13598&bdid=165485&_bd=5Zx18KhwXOgAcU5b1vyAR7Pf7hs%3D,,,,,,,,,,
R17B052404210,"When Policy Hits Practice: Structure, Agency, and Power in South African Water Governance","Förster, Jan Janosch; Downsborough, Linda; Chomba, Machaya Jeff",2017,https://doi.org/10.1080/08941920.2016.1268658,https://www.proquest.com/docview/1880457472?accountid=13598&bdid=165485&_bd=GSIqJR%2BotXBxv6eh9zOC3V93tyQ%3D,,,,,,,,,,
R291F233A049B,Water Issues That Affect Affordability And Safety In A Community: The Camden Ohio Experience,"Forrer, Donald A.; Zimmerman, Michael; Mannix, Annalise",2013,,https://www.proquest.com/docview/1418712072?accountid=13598&bdid=165485&_bd=S9zEf2ynIB8e8TZwfgj1fyQ2yoA%3D,,,,,,,,,,
RA1DFE2CFED47,"Economic and Political Uncertainty and the Effects of Organizational Integration, Volume Flexibility, and Redundancy on Reliability and Delivery for Water Utilities","Fraher, Andrew",2020,,https://www.proquest.com/docview/2395839967?accountid=13598&bdid=165485&_bd=lEanxGff6BQb4qp7EI0p0ucoTfA%3D,,,,,,,,,,
RBAEE51C68EA2,Análisis de la política para el suministro de agua potable y saneamiento básico en la zona rural de Colombia,"Zapata Hidalgo, Victor Hugo",2016,,https://www.proquest.com/docview/3177462028?accountid=13598&bdid=165485&_bd=XF9%2F0PEx00iP7mqOVb6R5dREpoQ%3D,,,,,,,,,,
R4F4B43ECF575,The Politics of Water Rights and Water Delivery in Rural Chile : an Institutional Ethnography,"Suarez-Delucchi, Adriana",2020,,https://www.proquest.com/docview/2440347608?accountid=13598&bdid=165485&_bd=7bXgiE7lwfreSpjUBwUv%2Bjfg9Q4%3D,,,,,,,,,,
RFD4276983BC5,"Demanding Development: Democracy, Community Governance, and Public Goods Provision in India's Urban Slums","Auerbach, Adam Michael",2013,,https://www.proquest.com/docview/1722487988?accountid=13598&bdid=165485&_bd=eixd8k5TXJMV%2F12jl%2BPFg0IPpAM%3D,,,,,,,,,,
R21CEABEE31CB,Infrastructure Regulation and Poverty Reduction in Developing Countries: A Review of the Evidence and a Research Agenda,"Parker, David; Kirkpatrick, Colin; Figueira-Theodorakopoulou, Catarina",2005,,https://www.proquest.com/docview/1697510658?accountid=13598&bdid=165485&_bd=zPMX2t9JESMtqq2xzJHbj8hFtRs%3D,,,,,,,,,,
R9335906715C3,"Small places, big problems: planning healthy environments in emerging african towns: the case of karonga town, malawi","Brown, Donald",2018,,https://www.proquest.com/docview/2204775842?accountid=13598&bdid=165485&_bd=I2iE5PKwTx3vGPSJJhw5G%2Bxy6Pg%3D,,,,,,,,,,
RF6ED6D2C49B4,Políticas Regulatorias Aplicadas a Sectores de Infraestructura en Argentina,"Ferro, Gustavo; Castellano, Andrea; Sardi, Chaz",2020,,https://www.proquest.com/docview/2586306024?accountid=13598&bdid=165485&_bd=qv4Kin0o2NNbX%2BoJbIh9UVduJtw%3D,,,,,,,,,,
R1F37F14B3722,Alternatives à l'assainissement centralisé dans les pays en développement: Le cas des zones périurbaines du Vietnam,"Beausejour, Julie",2009,,https://www.proquest.com/docview/305131821?accountid=13598&bdid=165485&_bd=knZ9vUoONs5tST85sZUOujspB2w%3D,,,,,,,,,,
RDDC2F107211C,"Stakeholder participation and sustainability challenges confronting a small urban community-managed water supply project: Case study of Buea, Cameroon","Sally, Mehdi Zian",2011,,https://www.proquest.com/docview/1034736894?accountid=13598&bdid=165485&_bd=nvdu7DRFD%2BLovJdHCZZzPT3c8bU%3D,,,,,,,,,,
R3835CD9B6E2E,Comparing local fiscal autonomy in the water and sanitation sectors of Johannesburg and Nairobi,"Kithatu-Kiwekete, Angelita",2013,https://doi.org/10.5130/cjlg.v0i13/14.3729,https://www.proquest.com/docview/2300471848?accountid=13598&bdid=165485&_bd=dwWE9Noo8R%2BOiTbVAGOP0vm9nCw%3D,,,,,,,,,,
R65A92B9C6F3A,Weakness by design: neoliberal governance over mining and water in Chile,"Gentes, Ingo; Policzer, Pablo",2024,https://doi.org/10.1080/21622671.2022.2134196,https://www.proquest.com/docview/3119042013?accountid=13598&bdid=165485&_bd=IHUJzuYUQmiVKL6AvLBLWE58SxM%3D,,,,,,,,,,
R20CF92AD4D48,Navigating the drought: A policymaker’s perspective on Montecito’s drought response,"Bierig, Darlene Ann Harper",2016,,https://www.proquest.com/docview/1821910267?accountid=13598&bdid=165485&_bd=OD%2BQ4NPFEEDftsleO7w7eJDXqcw%3D,,,,,,,,,,
R753DD4C45E5E,A governança dos recursos hídricos e a legislação das águas no munícipio de Blumenau - SC,"Nunes, Odacira",2023,,https://www.proquest.com/docview/3218845262?accountid=13598&bdid=165485&_bd=heXD8pwssz60%2FMatk7gOA6ADBZU%3D,,,,,,,,,,
R25DBEEFB66DC,Technical Efficiency of Water Boards in South Africa: A Costing and Pricing Benchmarking Exercise,"Ngobeni, Victor; Breitenbach, Marthinus C",2020,,https://www.proquest.com/docview/2586610852?accountid=13598&bdid=165485&_bd=PEqL9CddtKJuxDm6%2Bu4LVuodWWw%3D,,,,,,,,,,
R4329413D7FE2,"Developing a Place-Centred Approach to Sustainable Development Solutions for Namatala Slum, Mbale Municipality, Uganda","Manana, Mary Nyanjuki Gichuk",2022,,https://www.proquest.com/docview/2778643335?accountid=13598&bdid=165485&_bd=2ZurNe0BOw9czFjVmS1sp1Ray7s%3D,,,,,,,,,,
RA542DE926650,"Community engagement in the sustainable management of rivers: Barekese catchment, Kumasi, Ghana","Kumasi, Tyhra Carolyn; Obiri-danso, Kwasi; Ephraim, James H",2010,https://doi.org/10.1007/s10668-010-9232-1,https://www.proquest.com/docview/804788951?accountid=13598&bdid=165485&_bd=bS35Tlh%2F3SviVhPUkTqZea7Uf7s%3D,,,,,,,,,,
R7271C5B19563,"'State of emergency' : the politics of Zimbabwe's cholera outbreak, 2008/09","Chigudu, Simukai",2017,,https://www.proquest.com/docview/2340192638?accountid=13598&bdid=165485&_bd=0YQPFNpcks5p6wN4nLf7Jaljlhk%3D,,,,,,,,,,
RFA65F81DDB47,"Scarce, costly and uncertain: water access in Kibera, Nairobi","Crow, Ben; Odaba, Edmond",2009,,https://www.proquest.com/docview/1698040908?accountid=13598&bdid=165485&_bd=epHnXWTrMEsfHQnJtHN6Cv%2Fgy1g%3D,,,,,,,,,,
R5CA212A76F43,"Community Participation in Public Water Supply Projects: A Case of Kiwalani Ward, Ilala Municipality","Kimisha, Ngwina Hussein",2015,,https://www.proquest.com/docview/3224569948?accountid=13598&bdid=165485&_bd=1FuuHgxxMZ54BGtSXNJ1BbN85lk%3D,,,,,,,,,,
RD8AF9C89106F,South Africa's Bubble Meets Boiling Urban Social Protest,"Bond, Patrick",2010,https://doi.org/10.14452/MR-062-02-2010-06_2,https://www.proquest.com/docview/365582723?accountid=13598&bdid=165485&_bd=nptfxOrKCJXirBKxrCCVpn0E%2BTw%3D,,,,,,,,,,
RC6B24320D282,"The analysis of health aspects in housing type 45, Panorama Indah residence, Pekanbaru","Yenita Morena; Suprasman; Gussyafri; Oktareza, Ewis",2019,https://doi.org/10.1051/matecconf/201927606032,https://www.proquest.com/docview/2277006234?accountid=13598&bdid=165485&_bd=yT%2Fku2w2nFbrXHEoPrb7xJHKwUg%3D,,,,,,,,,,
RB679F2F595E2,In Gotham's shadow: Brooklyn and the consolidation of Greater New York,"Levine, Steven A.",2002,,https://www.proquest.com/docview/252087695?accountid=13598&bdid=165485&_bd=onnlRibLKD33kBMuWYc2pWkA4q4%3D,,,,,,,,,,
R874C3090D1AB,Urban Infrastructural Development - Emerging Challenges and Policy Implications: The Role of Municipal Corporations,"Singh, Vivek",2016,,https://www.proquest.com/docview/2314353455?accountid=13598&bdid=165485&_bd=SkL0ijvisBRQqepCq47WQBtjfk8%3D,,,,,,,,,,
RA517C589BC23,"The Challenges of Upgrading Informal Settlements : A Case Study of Denver Informal Settlement, Johannesburg","Mathiba, Likhale",2019,,https://www.proquest.com/docview/2475078720?accountid=13598&bdid=165485&_bd=iXdYE9VwApEN%2FhRn9uYqZ1Me4%2B0%3D,,,,,,,,,,
R8570E4178FA8,Performance of drinking water and wastewater assistance programs for the United States-Mexico border region,"Carter, Nicole Therese",2000,,https://www.proquest.com/docview/304629106?accountid=13598&bdid=165485&_bd=XMpq%2B1muEtug28qDOhr6I1TbSXE%3D,,,,,,,,,,
RCA79A474E34C,"Exclusionary Policies in Urban Development, How under-servicing of migrant households affects the growth and composition of Brazilian cities","Feler, Leo; J Vernon Henderson",2008,https://doi.org/10.3386/w14136,https://www.proquest.com/docview/1688986551?accountid=13598&bdid=165485&_bd=%2BlPW9B%2F9rhUoywferw1D9Ux4yEI%3D,,,,,,,,,,
R050B1AB16546,Approaches in Drinking Water Provision in Developing Countries: An Investigation of Water Safety Plans and Ceramic Water Filters,"String, Gabrielle M.",2017,,https://www.proquest.com/docview/1964388193?accountid=13598&bdid=165485&_bd=fhGFARdCoEn2PgZ6yH%2BbdZjfHD0%3D,,,,,,,,,,
RB71FF9D28692,A Critical Analysis of Right to Water in India in the Context of Water Policies of the Union Government (1987-2012),"Acharya, Deepti",2018,,https://www.proquest.com/docview/2389184960?accountid=13598&bdid=165485&_bd=RvyywtLu45qdYj%2BmhyzZsbnRLHM%3D,,,,,,,,,,
RB3AEDD2F6C6D,The Commodification of Water in Soweto and Its Implications for Social Justice,"Harvey, Ebrahim",2007,,https://www.proquest.com/docview/3161877743?accountid=13598&bdid=165485&_bd=tNmTuwbumZ3G9Nyh0K%2BiJGbr9hk%3D,,,,,,,,,,
RC6BAC88E6BC6,"A political ecology of water struggles in durban, south africa","Loftus, A. J.",2006,,https://www.proquest.com/docview/1820835718?accountid=13598&bdid=165485&_bd=bMSYClMfIANXOKTcY2A7gYqXgmM%3D,,,,,,,,,,
R41A117922E8D,Can the Technocrats Calm Peru's Troubled Waters?,"Lynch, Barbara",2014,,https://www.proquest.com/docview/1656157022?accountid=13598&bdid=165485&_bd=rPbMej6VMRuwPg%2BxV4z9MxkjriU%3D,,,,,,,,,,
RA33EB9EC622E,"Understanding domain-based interorganizational collaboration: Governance, process and capacity","Bertels, Stephanie Petra",2006,,https://www.proquest.com/docview/305360569?accountid=13598&bdid=165485&_bd=7QrJMNTOcJUETJecZtZ%2BQ73Sl54%3D,,,,,,,,,,
R91862C6D9F43,Water Conflicts and Socioterritorial Dynamics: The Hydrosocial Cycle After the São Francisco River Transposition Project in the Northeast of Brazil,"Jaqueline Guimarães Santos; Ioris, Antonio A R; Ioris, Antonio A R",2024,https://doi.org/10.3390/land13122032,https://www.proquest.com/docview/3149695138?accountid=13598&bdid=165485&_bd=92MTA4bP2cYrBVACl1uPWW4C1HY%3D,,,,,,,,,,
R23292D1BEA8A,Expresión de emociones ante la dificultad de acceso al agua: un estudio de caso en la Cuenca del alto Lerma.,Abigail Martínez Mendoza; Brenda Jaquelin Agapito Gonazaga,2023,https://doi.org/10.46377/dilemas.v11iEspecial.3898,https://www.proquest.com/docview/3085274958?accountid=13598&bdid=165485&_bd=uunUjGNYSH%2Bkvcy3Ur8zJXGjJcQ%3D,,,,,,,,,,
RBCF65969CA4A,"Mussels and Megaprojects: A Landscape Approach to the Reproduction of Urban Inequality in Jakarta, Indonesia","Keller, Kirsten",2025,,https://www.proquest.com/docview/3234097100?accountid=13598&bdid=165485&_bd=r1CZ7VFTljqnegkq0W%2BZOcjETs4%3D,,,,,,,,,,
R0E2185869587,"Inter-Basin Transfers, Ancient Ingenuity, Water Justice? Assessing the Impacts of the Melamchi Water Supply Project in the Kathmandu Valley, Nepal","Sepaniak, Stephen A.",2021,,https://www.proquest.com/docview/2572612090?accountid=13598&bdid=165485&_bd=bAmSqZ4WvVcstl6MtwbVY%2BdYeGY%3D,,,,,,,,,,
R4831F5EB2F0E,Self-Supply as an Alternative Approach to Water Access in Rural Scattered Regions: Evidence from a Rural Microcatchment in Colombia,"Domínguez, Isabel; Torres-López, Wilmar; Restrepo-Tarquino, Inés; Paterson, Charlotte; Gowing, John",2016,https://doi.org/10.11144/Javeriana.iyu20-1.ssaa,https://www.proquest.com/docview/2103855285?accountid=13598&bdid=165485&_bd=iMDBZ%2BusN%2FYCdr6FWd1e9FmSY5Y%3D,,,,,,,,,,
REF72D05FEF84,"Water Politics: Governance, Conflict, and Vulnerability in Andean Peru.","Rey de Castro Pastor, Flavia.",2013,,https://www.proquest.com/docview/1520334500?accountid=13598&bdid=165485&_bd=ZQo2vtMBadk4%2Bx9uDop1iTEPABk%3D,,,,,,,,,,
RAAB52065C503,Peran Pemerintah Daerah Dalam Penyusunan Rancangan Peraturan Daerah di Kabupaten Jepara (Studi Kasus Terhadap Ranperda Perusahaan Umum Daerah Air Minum),"Widjayanti, Galuh Sekar",2022,,https://www.proquest.com/docview/2787193010?accountid=13598&bdid=165485&_bd=VmwF8wFeysW2Sn2vllra9C5tdLw%3D,,,,,,,,,,
RFDE0B63BD547,"Water sector performance under scarcity conditions: a case study of Rajasthan, India","Reddy, V Ratna",2010,https://doi.org/10.2166/wp.2010.135,https://www.proquest.com/docview/1943070461?accountid=13598&bdid=165485&_bd=XYqXKDw1u4NpmeLXFCznZN0Qju0%3D,,,,,,,,,,
R92EE5E85A17F,"Creole water supply : states, neoliberalism, and everyday practices in a secondary african city","Neves Alves, S.",2017,,https://www.proquest.com/docview/2116903996?accountid=13598&bdid=165485&_bd=jsZn25U0ubPgoB7fBuS137biN6k%3D,,,,,,,,,,
R033442B63D00,"Capacidad institucional de los organismos de agua de Saltillo y Hermosillo, México","Adams, Alejandro Salazar; Velarde, Noemi Haro; Burnes, Edmundo Loera",2020,https://doi.org/10.33679/rfn.vlil.1936,https://www.proquest.com/docview/2421041298?accountid=13598&bdid=165485&_bd=oFezs2l1zoKbI0f9ckjFF1lZcSY%3D,,,,,,,,,,
R428DB4CD17C9,"Where the Waters Divide: Governance, Inequality, and First Nations: An Ethnography of the Changing Canadian Water Sector","Mascarenhas, Michael",2004,,https://www.proquest.com/docview/61742152?accountid=13598&bdid=165485&_bd=m8bSfmKg5gKnI%2Bi8sJmvZWBKI5U%3D,,,,,,,,,,
R20E577D1ACEF,Exploring the Effectiveness of in Situ Upgrading on Improving the Quality of Life: A Case Study of Slovo Park Informal Settlement,"Maganadisa, Kedibone Precious",2020,,https://www.proquest.com/docview/2505410490?accountid=13598&bdid=165485&_bd=t0RW9jh8ajzPpI78W5YEvNmrzmQ%3D,,,,,,,,,,
R411507C514D3,"Drinking Water Violations and Environmental Justice in the United States, 2011–2015","McDonald, Yolanda J, PhD; Jones, Nicole E, PhD",2018,https://doi.org/10.2105/AJPH.2018.304621,https://www.proquest.com/docview/2113759922?accountid=13598&bdid=165485&_bd=%2BpBv%2BDn%2FgLUQEji3%2FS5Ub20geSg%3D,,,,,,,,,,
R69DAF2833E28,"Engineering Justice: Cities, Race, and 21st Century Wastewater Infrastructure","Solis, Miriam",2018,,https://www.proquest.com/docview/2437104711?accountid=13598&bdid=165485&_bd=V4Uau2tJ5Y9tuaJHcUpvx2idyak%3D,,,,,,,,,,
R1FBDC1E718F8,The Health Impacts of Water Insecurity in U.S. Colonias,"Patwoary, Nargish Sultana",2021,,https://www.proquest.com/docview/2616374728?accountid=13598&bdid=165485&_bd=YvUmvz5obPjSYsQRNrzCdNYcnR8%3D,,,,,,,,,,
R6A776E9F321E,Waters of resistance: decolonising perspectives on women’s territorial r-existence in southern Chile,"Hernando-Arrese, Maite; Ibarra, María Ignacia",2025,https://doi.org/10.1080/13552074.2025.2461888,https://www.proquest.com/docview/3295427894?accountid=13598&bdid=165485&_bd=mRcudA%2FdWoYIo20fCYJTHBo4bNs%3D,,,,,,,,,,
RE56DE2805B9C,Scarcity and the State in the Midst of Climate and Economic Crises: Governing Water in India,"Fernandes, Leela",2021,https://doi.org/10.1080/07393148.2021.1995821,https://www.proquest.com/docview/2606730344?accountid=13598&bdid=165485&_bd=l0wSq2N3bgOsxFDukrCPHKVwL6s%3D,,,,,,,,,,
RECEB3F02E9B7,Improving Tribal Collaboration in California's Integrated Regional Water Management Program,"Dolan, Danielle V; Middleton, Beth Rose",2015,,https://www.proquest.com/docview/1704386600?accountid=13598&bdid=165485&_bd=ptcb47hWM7RYxLkjifNV%2BKrCzk4%3D,,,,,,,,,,
RDCA991502E5B,Derecho humano al agua: narrativa y consumo institucional de agua embotellada en seis ciudades mexicanas (2012-2018),"Germán Santacruz de León; Jacobo-Marín, Daniel",2024,,https://www.proquest.com/docview/3201752230?accountid=13598&bdid=165485&_bd=4N4dXP6LZMqO4SoIar9QNzgBGm0%3D,,,,,,,,,,
RBFC70108EBEE,"Household Sanitation, Social Norms, and Public Policy in India","Stopnitzky, Yaniv",2013,,https://www.proquest.com/docview/1520325272?accountid=13598&bdid=165485&_bd=jpnY%2FxEaj%2BSapNqPZxRzWDKY%2BfM%3D,,,,,,,,,,
R7952A5F79DF3,Human Rights,"Basnet, Gyan",2013,https://doi.org/10.1017/S2044251312000227,https://www.proquest.com/docview/1285630802?accountid=13598&bdid=165485&_bd=B3Swb1fmhs8boE%2BdqWk%2F3UF8qWo%3D,,,,,,,,,,
R1E7614BBAC9B,The Types of Water Conflicts in an Irrigation System in Northern Mexico: Conflict as a Negative Link in Social Network Analysis,"Ixtoc Marlo Rivera-Nuñez; Ixtoc Marlo Rivera-Nuñez; Diana Luque Agraz; Murphy, Arthur D; Jones, Eric C; Flores-Cuamea, Martha Alejandra",2024,https://doi.org/10.3390/socsci13060312,https://www.proquest.com/docview/3072671119?accountid=13598&bdid=165485&_bd=YIevhwrvMLXUdBUT1reLgYEvv3I%3D,,,,,,,,,,
R6894E7AD5A28,Challenges in up-scaling good practices,"Joshi, Sharadbala",2008,,https://www.proquest.com/docview/899715468?accountid=13598&bdid=165485&_bd=MHWsLe84AwxWRVIAaCoClXZOk7s%3D,,,,,,,,,,
R1F6623EF7C2E,"¿Agua para quién? Movilización comunitaria y negociación en el conflicto socioambiental del Parque Los Chorros, Costa Rica","Valenciano-Hernández, María Stephanie",2021,https://doi.org/10.17141/iconos.69.2021.4504,https://www.proquest.com/docview/2480364684?accountid=13598&bdid=165485&_bd=mlzkaGC8sd%2FEhoHOonUUGtJoiAc%3D,,,,,,,,,,
R30B01FDAF470,Structural Determinants of Conflicts and Cooperation in Rural Water Management,"Shoko, Evans",2025,https://doi.org/10.1080/10402659.2025.2485300,https://www.proquest.com/docview/3258169885?accountid=13598&bdid=165485&_bd=yq97Bh2g3TOrrJ9sOIEIhO6pMyA%3D,,,,,,,,,,
R0E2A3E4907E1,The nonlinear progressive water pricing policy in Tunisia: equity and efficiency,"Younes Ben Zaied; Bouzgarrou, Houssam; Nidhaleddine Ben Cheikh; Nguyen, Pascal",2017,https://doi.org/10.21511/ee.08(2).2017.02,https://www.proquest.com/docview/2221316636?accountid=13598&bdid=165485&_bd=GaImbnGFWrnt7%2BRD7kfcZegyTbM%3D,,,,,,,,,,
R162B7F22CF42,Amplifying the Poverty-Alleviation Impacts of Water Infrastructure Investments in Sub-Saharan Africa,"Pu, Christine Jiarui",2024,,https://www.proquest.com/docview/3170694851?accountid=13598&bdid=165485&_bd=s2QIm4RNfIPowwon6IL1o7uKsUA%3D,,,,,,,,,,
REE8F7A0C9B95,Do democratic transitions produce better human development outcomes? Empirical evidence from 40 years of regime changes,"Reddy, Amit",2012,,https://www.proquest.com/docview/1010625224?accountid=13598&bdid=165485&_bd=Fdpz9YVIRqK8MXPXCZeRRDErV2c%3D,,,,,,,,,,
RE6A753BADE5C,"The interplay among conflict, water scarcity, and cholera in Northern Nigeria","Gulumbe, Bashar Haruna; Yusuf, Zaharadeen Muhammad; Faggo, Abdullahi Adamu; Yahaya, Tajudeen O.; Manga, Sahabi Sule",2023,https://doi.org/10.1002/puh2.118,https://www.proquest.com/docview/3090890380?accountid=13598&bdid=165485&_bd=RyhFC8oruHwtuI7OX%2B0TIwOQ9Po%3D,,,,,,,,,,
R3537F9598B47,"Water Reforms, Decentralization and Child Mortality in Colombia, 1990-2005","Granados, Claudia; Sánchez, Fabio",2014,https://doi.org/10.1016/j.worlddev.2013.01.007,https://www.proquest.com/docview/1441441008?accountid=13598&bdid=165485&_bd=uIPkIFdzwnpTICa7lHU4y6Y05Ag%3D,,,,,,,,,,
R661007B3FB0C,O direito humano de acesso à água potável: uma análise continental baseada nos Fóruns Mundiais da Água/The human right of access to drinking water: a continental analysis based on World Water Forums,"Zorzi, Lorenzo; Turatti, Luciana; Mazzarino, Jane Márcia",2016,https://doi.org/10.4136/ambi-agua.1861,https://www.proquest.com/docview/1860846420?accountid=13598&bdid=165485&_bd=QCtfzBoym1azfIkOmx%2B2OqWwlhA%3D,,,,,,,,,,
R4C4CC585B1C8,An Assessment of the Local Service Delivery of Potable Water in Dumaguete City and Selected Areas of Agusan del Sur Province,"Israel, Danilo C",2009,,https://www.proquest.com/docview/882909536?accountid=13598&bdid=165485&_bd=K2NOnIzfAzfoJ43eVcbihhGz7mk%3D,,,,,,,,,,
