"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Silva L.M.T.; Borges C.P.; Abreu M.C.S.D.; Maldonado M.U.; Collaço F.M.D.A.","Silva, Luís Matheus Tavares (60378796700); Borges, Cosme Polese (57219878647); Abreu, Mônica Cavalcanti Sá De (24390508600); Maldonado, Mauricio Uriona (58615701700); Collaço, Flávia Mendes De Almeida (57221280944)","60378796700; 57219878647; 24390508600; 58615701700; 57221280944","Green hydrogen production in a semi-arid region: A system dynamics analysis of water supply alternatives","2026","Sustainable Futures","11","","101721","","","2","10.1016/j.sftr.2026.101721","https://www.scopus.com/pages/publications/105029722636?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105029722636"
"Gamage D.; Ranasinghe P.; Nagabhatla N.; Chandrasena N.; Jayasena C.","Gamage, Devmi (59750443900); Ranasinghe, Padmi (58617956500); Nagabhatla, Nidhi (16402524600); Chandrasena, Nadeeshani (60526527400); Jayasena, Chandra (60524938000)","59750443900; 58617956500; 16402524600; 60526527400; 60524938000","Toward SDG 6 in the Deduru Oya Basin, Sri Lanka: Assessing Localized Progress in Rural and Urban Settings","2026","Lecture Notes in Civil Engineering","727 LNCE","","","15","33","0","10.1007/978-981-95-0736-8_2","https://www.scopus.com/pages/publications/105033608812?origin=resultslist","Conference paper","Final","","Scopus","2-s2.0-105033608812"
"Antar M.","Antar, Monia (57215025567)","57215025567","Blue gold dynamics – a multi-scale correlation analysis of the behavior of water-themed ETFs","2026","Review of Accounting and Finance","25","2","","129","148","2","10.1108/RAF-04-2025-0145","https://www.scopus.com/pages/publications/105028907321?origin=resultslist","Article","Final","","Scopus","2-s2.0-105028907321"
"Ramos–Parra Y.J.; Sánchez–Quitian Z.A.; León K.D.P.; Díaz-Gómez J.; Suárez-Escobar A.F.","Ramos–Parra, Yadi Johaira (60449680500); Sánchez–Quitian, Zilpa Adriana (59462534000); León, Karen Dayana Pulido (60449890900); Díaz-Gómez, Jaime (57189507771); Suárez-Escobar, Andrés Felipe (59386319200)","60449680500; 59462534000; 60449890900; 57189507771; 59386319200","Emerging contaminants in rural drinking water: Evidence from small communities in Boyacá, Colombia","2026","Results in Engineering","29","","109790","","","0","10.1016/j.rineng.2026.109790","https://www.scopus.com/pages/publications/105032192389?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105032192389"
"Rawat G.; Dewali S.; Miglani R.; Parveen N.; Siddiqui U.; Kumar A.; Bora S.; Arya M.; Sharma N.; Melkani D.C.; Dash S.P.; Bisht S.S.","Rawat, Gaurav (57903093600); Dewali, Seeta (57418430500); Miglani, Rashi (57213199432); Parveen, Nagma (59322447600); Siddiqui, Uzma (57215087496); Kumar, Ankit (7408035917); Bora, Shikha (59268099500); Arya, Mansi (58906294100); Sharma, Netrapal (37035072500); Melkani, Deepak Chandra (57223247642); Dash, Sweta Padma (60502267900); Bisht, Satpal Singh (35268176200)","57903093600; 57418430500; 57213199432; 59322447600; 57215087496; 7408035917; 59268099500; 58906294100; 37035072500; 57223247642; 60502267900; 35268176200","Vital Role of Wastewater Treatment in Sustainable Development Goals for a Cleaner Future","2026","Biotechnology Innovations for a Sustainable Future: Integrating Clean Energy, Life on the Planet, Clean Water, and Climate Action","","","","1533","1568","1","10.1007/978-981-97-9859-9_74","https://www.scopus.com/pages/publications/105032731359?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105032731359"
"Tsytlishvili K.; Zolotarova O.; Ushchapivska T.; Yatsukh O.; Franchuk Y.","Tsytlishvili, Kateryna (57207762844); Zolotarova, Olena (57222751001); Ushchapivska, Tetiana (14065627800); Yatsukh, Oleh (57502973700); Franchuk, Yaroslav (60576971000)","57207762844; 57222751001; 14065627800; 57502973700; 60576971000","COMPETITIVE INTELLIGENCE FOR SUSTAINABLE WATER GOVERNANCE: A DATA–INTELLIGENCE– DECISION FRAMEWORK FOR SDG 6; [INTELIGÊNCIA COMPETITIVA PARA A GOVERNANÇA SUSTENTÁVEL DA ÁGUA: UM FRAMEWORK DADOS–INTELIGÊNCIA–DECISÃO PARA O ODS 6]","2026","Journal of Sustainable Competitive Intelligence","16","","e0634","","","0","10.37497/eagleSustainable.v16i.634","https://www.scopus.com/pages/publications/105035618844?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035618844"
"Wang Y.; Chen R.; Wang A.; Chen W.; Ren Z.; Li X.; Liu P.","Wang, Yongzhi (60543540500); Chen, Rui (60543936100); Wang, Anming (55483870200); Chen, Wenli (60544727700); Ren, Zeyu (60544529700); Li, Xiaogen (35215343500); Liu, Pinghui (26664231900)","60543540500; 60543936100; 55483870200; 60544727700; 60544529700; 35215343500; 26664231900","Optimization of Thixotropic Slurry Ratio and Drag Reduction Effect Test for Circular Pipe-Jacking Construction in Pebble Stratum","2026","Materials","19","6","1148","","","2","10.3390/ma19061148","https://www.scopus.com/pages/publications/105034254547?origin=resultslist","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105034254547"
"Kakade D.N.; Talodhikar V.P.; Singh S.; Choure S.A.; Qadri S.A.S.A.; Ali Q.S.M.W.","Kakade, Deepak N. (60409978000); Talodhikar, Vijay Pundalik (59833652000); Singh, Shilpy (58003136600); Choure, Saurav Ashok (60625603300); Qadri, Syed Aherar Syed Anwar (60625800400); Ali, Quraishi Saihla Mishkwat Wasiq (60625800500)","60409978000; 59833652000; 58003136600; 60625603300; 60625800400; 60625800500","Enhancing Water Security through Hybrid Rainwater Harvesting and Storage Infrastructures","2026","Waterlines","44","1","","136","146","0","10.3362/waterlines.v44i1.623","https://www.scopus.com/pages/publications/105038470010?origin=resultslist","Article","Final","","Scopus","2-s2.0-105038470010"
"Rasweswe M.M.; Mothiba T.M.; Bopape M.A.","Rasweswe, Melitah Molatelo (57219836720); Mothiba, Tebogo Maria (34873143100); Bopape, Mamare Adelaide (57210282195)","57219836720; 34873143100; 57210282195","Menstrual hygiene practices in African correctional services: a narrative synthesis of barriers","2026","International Journal of Prison Health","22","1","","82","98","1","10.1108/IJOPH-12-2024-0079","https://www.scopus.com/pages/publications/105039391875?origin=resultslist","Review","Final","","Scopus","2-s2.0-105039391875"
"Sebert Kuhlmann A.; Li K.; MacMaster M.; Gellner S.; Gilmore A.; Shacham E.","Sebert Kuhlmann, Anne (41561574400); Li, Kenan (56797037900); MacMaster, Maire (60353259400); Gellner, Sydney (60353173100); Gilmore, Adam (59331216200); Shacham, Enbal (24333123900)","41561574400; 56797037900; 60353259400; 60353173100; 59331216200; 24333123900","Availability, accessibility, and functionality of public restrooms in the City of St. Louis, Missouri","2026","Health and Place","97","","103584","","","1","10.1016/j.healthplace.2025.103584","https://www.scopus.com/pages/publications/105028659260?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105028659260"
"Widiana D.A.; Ajrina F.I.; Antiqasari S.N.; Meraldha A.R.","Widiana, D.A. (60344252000); Ajrina, F.I. (59129694900); Antiqasari, S.N. (57742663200); Meraldha, A.R. (60344237500)","60344252000; 59129694900; 57742663200; 60344237500","Applying inclusive development as a strategy for sustainable development in South Sumatera Province","2026","IOP Conference Series: Earth and Environmental Science","1580","1","012078","","","0","10.1088/1755-1315/1580/1/012078","https://www.scopus.com/pages/publications/105028181006?origin=resultslist","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028181006"
"De la Parra-Guerra A.C.; Acevedo-Barrios R.; Carvajal-Ruiz A.; Monroy-Licht A.; Retamoza-Chamorro K.","De la Parra-Guerra, Ana C (57192208583); Acevedo-Barrios, Rosa (56674579200); Carvajal-Ruiz, Angie (60578199700); Monroy-Licht, Andrea (57456149600); Retamoza-Chamorro, Katy (60578213700)","57192208583; 56674579200; 60578199700; 57456149600; 60578213700","Emerging and traditional contaminants in water resources: a review from the perspective of the American continent","2026","Environmental Toxicology and Chemistry","45","4","","768","790","2","10.1093/etojnl/vgaf279","https://www.scopus.com/pages/publications/105035647006?origin=resultslist","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105035647006"
"Al-Makhzoumi O.; Al-Amro D.H.E.","Al-Makhzoumi, Omar (57230843400); Al-Amro, Dina Hatem Eid (60184557300)","57230843400; 60184557300","The Future of Humanitarian Response in Crises: The Role of the International Committee of the Red Cross in Achieving Sustainability Through Advanced Technology","2026","Studies in Systems, Decision and Control","227","","","1201","1215","1","10.1007/978-3-031-95310-1_89","https://www.scopus.com/pages/publications/105027557787?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105027557787"
"Wang Q.; Okadera T.; Kameyama S.; Huang X.","Wang, Qinxue (55789096600); Okadera, Tomohiro (14030370900); Kameyama, Satoshi (7005873020); Huang, Xinyi (60354462400)","55789096600; 14030370900; 7005873020; 60354462400","Pathways for SDG 6 in Japan: Challenges and Policy Directions for a Nature-Positive Water Future","2026","Sustainability (Switzerland)","18","2","994","","","0","10.3390/su18020994","https://www.scopus.com/pages/publications/105028803796?origin=resultslist","Review","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105028803796"
"Ogwu M.C.; Jintrawet A.","Ogwu, Matthew Chidozie (57204350388); Jintrawet, Attachai (25031452200)","57204350388; 25031452200","South and Southeast Asia’s Flooding and Water Contamination Crisis","2026","Springer Water","Part F1314","","","301","331","0","10.1007/978-3-032-10602-5_11","https://www.scopus.com/pages/publications/105026988309?origin=resultslist","Book chapter","Final","","Scopus","2-s2.0-105026988309"
"Kaindaneh S.; Kamara R.; Bangura A.B.; Basnet S.; Chailloux A.; De Kadt J.; Schmidt E.","Kaindaneh, Steven (36442845500); Kamara, Rosanna (60787763400); Bangura, Abu Bakarr (57208303376); Basnet, Sapana (59281012400); Chailloux, Alexandre (58903980700); De Kadt, Julia (36801113600); Schmidt, Elena (37096163100)","36442845500; 60787763400; 57208303376; 59281012400; 58903980700; 36801113600; 37096163100","Understanding school-related gender-based violence from the perspectives of children with disabilities and community stakeholders in Sierra Leone","2026","Social Science and Medicine","407","","119687","","","0","10.1016/j.socscimed.2026.119687","https://www.scopus.com/pages/publications/105047170867?origin=resultslist","Article","Final","","Scopus","2-s2.0-105047170867"
"Kourtchenko O.; Carnovale G.; Wulff A.; Tronholm A.; Al-Handal A.Y.; Appelgren M.; Spetea C.","Kourtchenko, Olga (14421186700); Carnovale, Giorgia (60796390100); Wulff, Angela (7004267909); Tronholm, Ana (24333821100); Al-Handal, Adil Y. (23466185000); Appelgren, Monica (60796970300); Spetea, Cornelia (6602753670)","14421186700; 60796390100; 7004267909; 24333821100; 23466185000; 60796970300; 6602753670","The Gothenburg University Marine Algae Culture Collection (GUMACC): A Nordic resource for marine microalgal research, biotechnology and education","2026","Algal Research","98","","104874","","","0","10.1016/j.algal.2026.104874","https://www.scopus.com/pages/publications/105047757095?origin=resultslist","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105047757095"
"Howell N.; Zimmerman P.-A.; Leong M.; Ravono A.N.K.; Mason M.","Howell, Naomi (58243650400); Zimmerman, Peta-Anne (22636509100); Leong, Margaret (59141878500); Ravono, Akisi Nailaba Kasami (55159733300); Mason, Matt (57217583517)","58243650400; 22636509100; 59141878500; 55159733300; 57217583517","Healthcare workers’ knowledge, attitudes, and practices regarding standard precautions in low- and middle-income member states of the Pacific community: A scoping review","2026","Infection, Disease and Health","31","2","100420","","","0","10.1016/j.idh.2026.100420","https://www.scopus.com/pages/publications/105031501686?origin=resultslist","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105031501686"
"Sethy M.; Sahoo D.M.","Sethy, Mayadhar (59761438500); Sahoo, Dipti Mayee (60695261300)","59761438500; 60695261300","Gendered inequalities in water sanitation and hygiene access increase time poverty health risks and socioeconomic exclusion in Odisha India","2026","Discover public health","23","1","1269","","","0","10.1186/s12982-026-02666-8","https://www.scopus.com/pages/publications/105046545700?origin=resultslist","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-105046545700"
"Arora V.K.; Rajpal S.; Anand A.","Arora, Vijay Kumar (35513966900); Rajpal, Sanjay (7003585209); Anand, Ankita (58678300000)","35513966900; 7003585209; 58678300000","Community empowerment in tuberculosis elimination","2026","Indian Journal of Tuberculosis","73","S1","","S1","S4","0","10.1016/j.ijtb.2026.04.001","https://www.scopus.com/pages/publications/105035402073?origin=resultslist","Editorial","Final","","Scopus","2-s2.0-105035402073"
"Li P.; Li J.; Deng N.; Tan Z.; Dong X.; Wang Z.","Li, Pengfei (60600582100); Li, Jiaqi (60758416100); Deng, Ning (57209617330); Tan, Zuowen (59695806600); Dong, Xingping (60758615300); Wang, Zhaocai (15137636500)","60600582100; 60758416100; 57209617330; 59695806600; 60758615300; 15137636500","From black-box prediction to transparent process control: A physics-informed interpretable AI framework for total nitrogen management in WWTPs","2026","Water Research","306","","126577","","","0","10.1016/j.watres.2026.126577","https://www.scopus.com/pages/publications/105045680103?origin=resultslist","Article","Final","","Scopus","2-s2.0-105045680103"
"Mishra P.","Mishra, Pallavi (57711430300)","57711430300","The TRIPS-CBD conflict: how global trade regimes undermine access and benefit-sharing and perpetuate biopiracy against biodiversity-rich nations","2026","Biodiversity and Conservation","35","6","154","","","0","10.1007/s10531-026-03348-2","https://www.scopus.com/pages/publications/105037546723?origin=resultslist","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105037546723"
"Sahar R.; Iqbal J.; Abid M.; saad E.","Sahar, Rahmanwali (59895983900); Iqbal, Javidullah (60655395400); Abid, Mustafa (60654118600); saad, Ehsanullah (60655029500)","59895983900; 60655395400; 60654118600; 60655029500","From farm to society reshipping the future of food systems through green technologies, with a bibliometric and literature review for a future research agenda","2026","Discover Environment","4","1","246","","","0","10.1007/s44274-026-00762-9","https://www.scopus.com/pages/publications/105040346568?origin=resultslist","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105040346568"
"Lin Z.; Harsanyi P.; Hennige S.","Lin, Zhaijun (60208778200); Harsanyi, Petra (57201996016); Hennige, Sebastian (25641315200)","60208778200; 57201996016; 25641315200","The impacts of personal care product pollution on seagrass (Zostera marina) health","2026","Marine Pollution Bulletin","223","","118978","","","0","10.1016/j.marpolbul.2025.118978","https://www.scopus.com/pages/publications/105022779213?origin=resultslist","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105022779213"
